"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 12:49:54 GMT 2024","Fri Feb 23 12:49:54 GMT 2024","214","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [2] test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 12:51:02 GMT 2024","Fri Feb 23 12:51:02 GMT 2024","172","","com.github.test.CreationNegativeTest","","com.github.test.CreationNegativeTest","checkCreationWithoutToken","Create a gist without token",""
"passed","Fri Feb 23 12:49:54 GMT 2024","Fri Feb 23 12:49:54 GMT 2024","212","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [1] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 12:50:01 GMT 2024","Fri Feb 23 12:50:01 GMT 2024","213","","com.github.test.MainOperationsTest","","com.github.test.MainOperationsTest","deleteNotExistingGistTest","Delete a not existing gist",""
"passed","Fri Feb 23 12:51:21 GMT 2024","Fri Feb 23 12:51:23 GMT 2024","1853","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","checkWithoutDescription","Create a gist without description",""
"passed","Fri Feb 23 12:49:55 GMT 2024","Fri Feb 23 12:49:55 GMT 2024","217","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [7] <form action='h><input type='submit'></form>, test, <form action='h><input type='submit'></form>, Validation Failed",""
"passed","Fri Feb 23 12:50:03 GMT 2024","Fri Feb 23 12:50:03 GMT 2024","189","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readNotExistingGistTest","Read a not existing gist",""
"passed","Fri Feb 23 12:49:43 GMT 2024","Fri Feb 23 12:49:45 GMT 2024","1852","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessCreate","Check successful creation [4] <!--, <!--, --!>",""
"passed","Fri Feb 23 12:51:16 GMT 2024","Fri Feb 23 12:51:19 GMT 2024","3191","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","create1MBGist","Check 1 MB truncation",""
"passed","Fri Feb 23 12:50:01 GMT 2024","Fri Feb 23 12:50:03 GMT 2024","2207","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readPrivateGistAnonymously","Read a private gist anonymously",""
"passed","Fri Feb 23 12:49:45 GMT 2024","Fri Feb 23 12:49:47 GMT 2024","2352","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [1] Текст, ἱερογλύφος, <, >, !%:,.",""
"passed","Fri Feb 23 12:49:49 GMT 2024","Fri Feb 23 12:49:52 GMT 2024","2396","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [3] SELECT * FROM gists WHERE gist LIKE 'a%';, test, SELECT * FROM gists WHERE gist LIKE 'a%'",""
"passed","Fri Feb 23 12:51:13 GMT 2024","Fri Feb 23 12:51:16 GMT 2024","2457","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","check300FilesGist","Check 300 files truncation",""
"passed","Fri Feb 23 12:49:29 GMT 2024","Fri Feb 23 12:49:31 GMT 2024","2036","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [7] <form action='h><input type='submit'></form>, test, <form action='h><input type='submit'></form>, Validation Failed",""
"passed","Fri Feb 23 12:49:18 GMT 2024","Fri Feb 23 12:49:20 GMT 2024","1987","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [2] test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 12:51:23 GMT 2024","Fri Feb 23 12:51:25 GMT 2024","1987","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","checkWithoutFiles","Create a gist without files",""
"passed","Fri Feb 23 12:49:27 GMT 2024","Fri Feb 23 12:49:29 GMT 2024","2086","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [6] ***, №%:,., )(;.,+_(<<>±§`, Problems parsing JSON",""
"passed","Fri Feb 23 12:49:39 GMT 2024","Fri Feb 23 12:49:41 GMT 2024","1991","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessCreate","Check successful creation [2] ♣ ☺ ♂, -, -",""
"passed","Fri Feb 23 12:49:47 GMT 2024","Fri Feb 23 12:49:49 GMT 2024","2181","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [2] ♣ ☺ ♂, -, -",""
"passed","Fri Feb 23 12:49:31 GMT 2024","Fri Feb 23 12:49:33 GMT 2024","1992","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [8] <script>document.getElementByID('...').disabled=true</script>, test, <script>document.getElementByID('...').disabled=true</script>, Validation Failed",""
"passed","Fri Feb 23 12:51:02 GMT 2024","Fri Feb 23 12:51:02 GMT 2024","536","","com.github.test.CreationNegativeTest","","com.github.test.CreationNegativeTest","checkWithoutRequiredFields","Create a gist without required fields",""
"passed","Fri Feb 23 12:49:58 GMT 2024","Fri Feb 23 12:50:01 GMT 2024","2185","","com.github.test.MainOperationsTest","","com.github.test.MainOperationsTest","mainFlowTest","CRUD critical path",""
"passed","Fri Feb 23 12:49:52 GMT 2024","Fri Feb 23 12:49:54 GMT 2024","2156","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [4] <!--, <!--, --!>",""
"passed","Fri Feb 23 12:49:54 GMT 2024","Fri Feb 23 12:49:54 GMT 2024","203","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [3] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 12:49:56 GMT 2024","Fri Feb 23 12:49:56 GMT 2024","181","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [10] U+2029
sdgf, test, U+2029
sdgf, Problems parsing JSON",""
"passed","Fri Feb 23 12:50:03 GMT 2024","Fri Feb 23 12:50:03 GMT 2024","191","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readGistWithoutMandatoryIdTest","Read a gist without mandatory parameter",""
