"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Feb 23 11:15:06 GMT 2024","Fri Feb 23 11:15:08 GMT 2024","2159","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","create1MBGist","Check 1 MB truncation",""
"passed","Fri Feb 23 11:13:42 GMT 2024","Fri Feb 23 11:13:43 GMT 2024","1680","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessCreate","Check successful creation [1] Текст, ἱερογλύφος, <, >, !%:,.",""
"passed","Fri Feb 23 11:14:00 GMT 2024","Fri Feb 23 11:14:02 GMT 2024","1816","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readPrivateGistAnonymously","Read a private gist anonymously",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","105","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [7] <form action='h><input type='submit'></form>, test, <form action='h><input type='submit'></form>, Validation Failed",""
"passed","Fri Feb 23 11:13:38 GMT 2024","Fri Feb 23 11:13:40 GMT 2024","1920","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [9] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, test, test, ",""
"passed","Fri Feb 23 11:13:40 GMT 2024","Fri Feb 23 11:13:42 GMT 2024","1637","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [10] U+2029
sdgf, test, U+2029
sdgf, Problems parsing JSON",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","90","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [5] Óèêèïåäèÿ, Óèêèïåäèÿ, Óèêèïåäèÿ, Problems parsing JSON",""
"passed","Fri Feb 23 11:13:29 GMT 2024","Fri Feb 23 11:13:31 GMT 2024","1737","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [4]    ,   ,   , ""resource"":""Gist"",""code"":""missing_field"",""field"":""files""",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","112","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [3] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 11:13:58 GMT 2024","Fri Feb 23 11:14:00 GMT 2024","1831","","com.github.test.MainOperationsTest","","com.github.test.MainOperationsTest","mainFlowTest","CRUD critical path",""
"passed","Fri Feb 23 11:14:49 GMT 2024","Fri Feb 23 11:14:51 GMT 2024","1671","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readPublicGistAnonymously","Read a public gist anonymously",""
"passed","Fri Feb 23 11:14:00 GMT 2024","Fri Feb 23 11:14:00 GMT 2024","102","","com.github.test.MainOperationsTest","","com.github.test.MainOperationsTest","deleteNotExistingGistTest","Delete a not existing gist",""
"passed","Fri Feb 23 11:13:36 GMT 2024","Fri Feb 23 11:13:38 GMT 2024","1786","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [8] <script>document.getElementByID('...').disabled=true</script>, test, <script>document.getElementByID('...').disabled=true</script>, Validation Failed",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","106","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [8] <script>document.getElementByID('...').disabled=true</script>, test, <script>document.getElementByID('...').disabled=true</script>, Validation Failed",""
"passed","Fri Feb 23 11:13:31 GMT 2024","Fri Feb 23 11:13:33 GMT 2024","1830","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [5] Óèêèïåäèÿ, Óèêèïåäèÿ, Óèêèïåäèÿ, Problems parsing JSON",""
"passed","Fri Feb 23 11:15:04 GMT 2024","Fri Feb 23 11:15:06 GMT 2024","2040","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","check300FilesGist","Check 300 files truncation",""
"passed","Fri Feb 23 11:13:50 GMT 2024","Fri Feb 23 11:13:52 GMT 2024","1890","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [2] ♣ ☺ ♂, -, -",""
"passed","Fri Feb 23 11:14:02 GMT 2024","Fri Feb 23 11:14:02 GMT 2024","89","","com.github.test.ReadOperationTest","","com.github.test.ReadOperationTest","readNotExistingGistTest","Read a not existing gist",""
"passed","Fri Feb 23 11:15:11 GMT 2024","Fri Feb 23 11:15:13 GMT 2024","1595","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","checkWithoutFiles","Create a gist without files",""
"passed","Fri Feb 23 11:13:35 GMT 2024","Fri Feb 23 11:13:36 GMT 2024","1695","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [7] <form action='h><input type='submit'></form>, test, <form action='h><input type='submit'></form>, Validation Failed",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:57 GMT 2024","231","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [9] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, test, test, ",""
"passed","Fri Feb 23 11:14:55 GMT 2024","Fri Feb 23 11:14:56 GMT 2024","1882","","com.github.test.UpdateOperationTest","","com.github.test.UpdateOperationTest","deleteFileByUpdate","Delete file by update",""
"passed","Fri Feb 23 11:13:26 GMT 2024","Fri Feb 23 11:13:28 GMT 2024","1725","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [2] test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 11:13:43 GMT 2024","Fri Feb 23 11:13:45 GMT 2024","1587","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessCreate","Check successful creation [2] ♣ ☺ ♂, -, -",""
"passed","Fri Feb 23 11:13:45 GMT 2024","Fri Feb 23 11:13:47 GMT 2024","1651","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessCreate","Check successful creation [3] SELECT * FROM gists WHERE gist LIKE 'a%';, test, SELECT * FROM gists WHERE gist LIKE 'a%'",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","106","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [1] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 11:15:02 GMT 2024","Fri Feb 23 11:15:04 GMT 2024","1701","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","createPrivateGist","Create a private gist",""
"passed","Fri Feb 23 11:13:48 GMT 2024","Fri Feb 23 11:13:50 GMT 2024","1883","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [1] Текст, ἱερογλύφος, <, >, !%:,.",""
"passed","Fri Feb 23 11:13:56 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","97","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsCreate","Check errors on creation [2] test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 11:15:00 GMT 2024","Fri Feb 23 11:15:02 GMT 2024","1741","","com.github.test.UpdateOperationTest","","com.github.test.UpdateOperationTest","checkRequiredParams","Check required update params [3] false, , Not Found",""
"passed","Fri Feb 23 11:15:09 GMT 2024","Fri Feb 23 11:15:11 GMT 2024","1631","","com.github.test.CreationPositiveTest","","com.github.test.CreationPositiveTest","checkWithoutDescription","Create a gist without description",""
"passed","Fri Feb 23 11:13:28 GMT 2024","Fri Feb 23 11:13:29 GMT 2024","1718","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [3] fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, test, fffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffffff…, ""field"":""description"",""message"":""description is too long (maximum is 256 characters)""}",""
"passed","Fri Feb 23 11:14:58 GMT 2024","Fri Feb 23 11:15:00 GMT 2024","1734","","com.github.test.UpdateOperationTest","","com.github.test.UpdateOperationTest","checkRequiredParams","Check required update params [2] true, {""description"": ""%s"", """": {""%s"": {""content"": ""%s""}}, https://api.github.com/users/",""
"passed","Fri Feb 23 11:13:54 GMT 2024","Fri Feb 23 11:13:56 GMT 2024","1869","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectSuccessUpdate","Check successful update [4] <!--, <!--, --!>",""
"passed","Fri Feb 23 11:13:33 GMT 2024","Fri Feb 23 11:13:35 GMT 2024","1688","","com.github.test.ParametersTest","","com.github.test.ParametersTest","checkInputsExpectErrorsUpdate","Check errors on update [6] ***, №%:,., )(;.,+_(<<>±§`, Problems parsing JSON",""
